"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20060329, 124513, 0, "           ", "P", 1.000E+0, 1.000, 71, 1.000E+0, 1.000, 96, 1.000E+0, 1.000, 218, 1.000E+0, 1.000, 242, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20060329, 124557, 0, "           ", "R", 1.000E+0, 1.000, 11227369, 1.000E+0, 1.000, 11260544, 1.000E+0, 1.000, 9927223, 1.000E+0, 1.000, 10114713, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 124642, 1552, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 674181, 0.000E+0, 0.000, 677561, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 124753, 30031, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 120153, 0.000E+0, 0.000, 104447, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 124835, 11487, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 72431, 0.000E+0, 0.000, 61516, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 124918, 11366, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 93268, 0.000E+0, 0.000, 80260, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125002, 7355, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 57177, 0.000E+0, 0.000, 63547, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125046, 30260, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 45137, 0.000E+0, 0.000, 45926, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125131, 6768, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 57489, 0.000E+0, 0.000, 53940, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125216, 30868, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 58383, 0.000E+0, 0.000, 61008, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125301, 6794, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 90398, 0.000E+0, 0.000, 110197, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125347, 1594, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 106510, 0.000E+0, 0.000, 128185, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20060329, 125431, 0, "           ", "P", 1.000E+0, 1.000, 190, 1.000E+0, 1.000, 163, 1.000E+0, 1.000, 56, 1.000E+0, 1.000, 154, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20060329, 125514, 0, "           ", "R", 1.000E+0, 1.000, 11113277, 1.000E+0, 1.000, 11111504, 1.000E+0, 1.000, 10517122, 1.000E+0, 1.000, 10065998, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125600, 30545, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 77083, 0.000E+0, 0.000, 62569, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125643, 7328, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 98012, 0.000E+0, 0.000, 142154, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125728, 10188, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 117481, 0.000E+0, 0.000, 135272, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125813, 30436, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 50855, 0.000E+0, 0.000, 65493, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125858, 30110, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 130428, 0.000E+0, 0.000, 134896, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 125944, 8054, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 76888, 0.000E+0, 0.000, 51093, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 130030, 1115, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 63860, 0.000E+0, 0.000, 66339, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20060329, 130117, 1543, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 46193, 0.000E+0, 0.000, 46132, 1.000E+0, 1.000, 0, "pC"
