"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20070117, 113306, 0, "           ", "P", 1.000E+0, 1.000, 90, 1.000E+0, 1.000, 55, 1.000E+0, 1.000, 193, 1.000E+0, 1.000, 200, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20070117, 113350, 0, "           ", "R", 1.000E+0, 1.000, 10676761, 1.000E+0, 1.000, 10732755, 1.000E+0, 1.000, 10361213, 1.000E+0, 1.000, 10365107, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 113436, 7397, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 591467, 0.000E+0, 0.000, 577710, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 113543, 11078, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 36547, 0.000E+0, 0.000, 43671, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 113625, 11084, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 27490, 0.000E+0, 0.000, 32766, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 113707, 12168, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 34719, 0.000E+0, 0.000, 37665, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 113750, 11771, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 26167, 0.000E+0, 0.000, 30376, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 113834, 11085, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 33260, 0.000E+0, 0.000, 30433, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 113918, 11076, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 30346, 0.000E+0, 0.000, 30939, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114002, 11088, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 27831, 0.000E+0, 0.000, 31472, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114046, 11094, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 32757, 0.000E+0, 0.000, 37968, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114131, 12093, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 32457, 0.000E+0, 0.000, 34412, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20070117, 114214, 0, "           ", "P", 1.000E+0, 1.000, 143, 1.000E+0, 1.000, 167, 1.000E+0, 1.000, 204, 1.000E+0, 1.000, 250, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20070117, 114258, 0, "           ", "R", 1.000E+0, 1.000, 10567602, 1.000E+0, 1.000, 10640243, 1.000E+0, 1.000, 10250706, 1.000E+0, 1.000, 10234464, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114343, 3134, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 26532, 0.000E+0, 0.000, 35110, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114426, 11034, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 27846, 0.000E+0, 0.000, 29303, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114510, 2072, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 29842, 0.000E+0, 0.000, 36325, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114553, 1019, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 39109, 0.000E+0, 0.000, 44152, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114638, 12237, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 39952, 0.000E+0, 0.000, 30593, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114723, 11405, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 33589, 0.000E+0, 0.000, 38053, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114808, 11083, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 29009, 0.000E+0, 0.000, 30068, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114854, 11135, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 30483, 0.000E+0, 0.000, 31981, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 114939, 12094, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 29905, 0.000E+0, 0.000, 37249, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 115024, 11884, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 35378, 0.000E+0, 0.000, 33687, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20070117, 115108, 0, "           ", "P", 1.000E+0, 1.000, 107, 1.000E+0, 1.000, 83, 1.000E+0, 1.000, 261, 1.000E+0, 1.000, 192, "pC"
"M6600", 1, 0, 1, 1, 1, 1, "0", "0", 0, " ", 20070117, 115152, 0, "           ", "R", 1.000E+0, 1.000, 10580209, 1.000E+0, 1.000, 10561793, 1.000E+0, 1.000, 10167611, 1.000E+0, 1.000, 10175230, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 115238, 11079, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 28619, 0.000E+0, 0.000, 33776, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 115321, 11102, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 39008, 0.000E+0, 0.000, 40844, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 115405, 11091, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 29608, 0.000E+0, 0.000, 36414, 1.000E+0, 1.000, 0, "pC"
"M6600", 1, 9, 0, 1, 1, 0, "3", "0", 0, " ", 20070117, 115450, 11074, "           ", " ", 1.000E+0, 1.000, 0, 0.000E+0, 0.000, 30589, 0.000E+0, 0.000, 33906, 1.000E+0, 1.000, 0, "pC"
