29/03/2006|12:46:42|1552 |0|42,1363125|42,3475625|0|
29/03/2006|12:47:53|30031|0|7,5095625|6,5279375|0|
29/03/2006|12:48:35|11487|0|4,5269375|3,84475|0|
29/03/2006|12:49:18|11366|0|5,82925|5,01625|0|
29/03/2006|12:50:02|7355 |0|3,5735625|3,9716875|0|
29/03/2006|12:50:46|30260|0|2,8210625|2,870375|0|
29/03/2006|12:51:31|6768 |0|3,5930625|3,37125|0|
29/03/2006|12:52:16|30868|0|3,6489375|3,813|0|
29/03/2006|12:53:01|6794 |0|5,649875|6,8873125|0|
29/03/2006|12:53:47|1594 |0|6,656875|8,0115625|0|
29/03/2006|12:56:00|30545|0|4,8176875|3,9105625|0|
29/03/2006|12:56:43|7328 |0|6,12575|8,884625|0|
29/03/2006|12:57:28|10188|0|7,3425625|8,4545|0|
29/03/2006|12:58:13|30436|0|3,1784375|4,0933125|0|
29/03/2006|12:58:58|30110|0|8,15175|8,431|0|
29/03/2006|12:59:44|8054 |0|4,8055|3,1933125|0|
29/03/2006|13:00:30|1115 |0|3,99125|4,1461875|0|
29/03/2006|13:01:17|1543 |0|2,8870625|2,88325|0|
29/03/2006|13:02:03|11353|0|3,9060625|3,697375|0|
29/03/2006|13:02:49|11488|0|4,6366875|4,614875|0|
29/03/2006|13:05:03|31103|0|4,7329375|4,57525|0|
29/03/2006|13:05:47|30557|0|4,9754375|5,487375|0|
29/03/2006|13:06:32|30546|0|3,725|3,793|0|
29/03/2006|13:07:18|5387 |0|2,7936875|3,842|0|
29/03/2006|13:08:04|1728 |0|3,800625|4,7585625|0|
29/03/2006|13:08:51|31118|0|3,1545625|3,4711875|0|
29/03/2006|13:09:37|30888|0|2,748|3,005375|0|
29/03/2006|13:10:24|1120 |0|3,4951875|3,8099375|0|
29/03/2006|13:11:12|1825 |0|3,9090625|2,975125|0|
29/03/2006|13:12:00|4394 |0|2,7519375|2,9266875|0|
29/03/2006|13:14:14|3400 |0|5,5838125|6,7935625|0|
29/03/2006|13:14:59|30539|0|4,062|3,804375|0|
29/03/2006|13:15:45|732  |0|4,8955625|4,893875|0|
29/03/2006|13:16:31|30920|0|2,9234375|2,9595|0|
29/03/2006|13:17:17|30841|0|3,889375|4,7414375|0|
29/03/2006|13:18:05|828  |0|2,7709375|2,4701875|0|
29/03/2006|13:18:53|4793 |0|3,6153125|4,3049375|0|
29/03/2006|13:19:40|2906 |0|3,2151875|6,033125|0|
29/03/2006|13:20:27|7288 |0|3,1838125|3,9868125|0|
29/03/2006|13:21:15|30414|0|3,4020625|3,997125|0|
29/03/2006|13:23:30|30162|0|5,0591875|5,422125|0|
29/03/2006|13:24:15|31232|0|3,0359375|3,5129375|0|
29/03/2006|13:25:02|30187|0|3,6123125|4,2924375|0|
29/03/2006|13:25:49|30924|0|2,26725|2,5573125|0|
29/03/2006|13:26:36|10050|0|3,543125|3,179375|0|
29/03/2006|13:27:24|30914|0|2,651625|3,2500625|0|
29/03/2006|13:28:12|30592|0|3,0105|3,271|0|
29/03/2006|13:29:00|30294|0|3,725|3,967|0|
29/03/2006|13:29:48|30004|0|3,2648125|2,6864375|0|
29/03/2006|13:30:37|1682 |0|3,3680625|3,96275|0|
29/03/2006|13:32:53|7470 |0|3,1024375|15,2403125|0|
29/03/2006|13:33:39|4306 |0|4,9370625|7,4735|0|
29/03/2006|13:34:25|10126|0|6,003375|5,8733125|0|
29/03/2006|13:35:13|6909 |0|4,705875|3,9716875|0|
29/03/2006|13:36:01|2232 |0|4,8401875|6,362875|0|
29/03/2006|13:36:48|2276 |0|3,466|4,8249375|0|
29/03/2006|13:37:36|11020|0|3,3816875|4,376375|0|
29/03/2006|13:38:25|11217|0|5,205875|6,0446875|0|
29/03/2006|13:39:13|6137 |0|5,631|6,0371875|0|
29/03/2006|13:40:01|966  |0|5,1895625|5,1139375|0|
29/03/2006|13:42:18|10147|0|4,40725|4,4635625|0|
29/03/2006|13:43:03|2941 |0|3,724125|9,3661875|0|
29/03/2006|13:43:50|31183|0|4,3849375|5,0644375|0|
29/03/2006|13:44:37|31072|0|9,59525|8,6665625|0|
29/03/2006|13:45:25|7840 |0|5,032625|5,261375|0|
29/03/2006|13:46:14|6246 |0|4,2705|4,125125|0|
29/03/2006|13:47:02|4498 |0|6,119375|7,99675|0|
29/03/2006|13:47:51|30476|0|6,0464375|5,6474375|0|
29/03/2006|13:48:40|30638|0|3,0405625|2,718625|0|
29/03/2006|13:49:28|1146 |0|3,739125|3,609625|0|
29/03/2006|13:51:45|20   |0|33,411|34,009875|0|
29/03/2006|13:52:30|30016|0|2,6478125|2,86625|0|
29/03/2006|13:53:18|6636 |0|4,76725|5,2098125|0|
29/03/2006|13:54:06|3229 |0|3,363125|3,5333125|0|
29/03/2006|13:54:54|2346 |0|3,607375|3,8070625|0|
29/03/2006|13:55:42|7233 |0|4,63625|4,3608125|0|
29/03/2006|13:56:31|6493 |0|3,4350625|3,673625|0|
29/03/2006|13:57:20|10042|0|2,80375|3,4495625|0|
29/03/2006|13:58:08|11386|0|3,58275|3,457375|0|
29/03/2006|13:58:57|31035|0|2,9303125|3,4345|0|
29/03/2006|14:01:14|3035 |0|1,8890625|2,4964375|0|
29/03/2006|14:01:59|31150|0|3,015125|3,983|0|
29/03/2006|14:02:46|30585|0|6,1141875|6,3018125|0|
29/03/2006|14:03:34|1862 |0|4,366625|3,8984375|0|
29/03/2006|14:04:23|7309 |0|4,4705|5,071125|0|
29/03/2006|14:05:12|32   |0|3,4616875|3,37|0|
29/03/2006|14:06:01|30508|0|3,5308125|3,0408125|0|
29/03/2006|14:06:50|30267|0|3,506375|3,68925|0|
29/03/2006|14:07:39|7208 |0|4,398125|5,49375|0|
29/03/2006|14:08:27|10210|0|2,3416875|3,0400625|0|
29/03/2006|14:10:44|10211|0|3,6458125|4,4048125|0|
29/03/2006|14:11:30|30409|0|5,1389375|6,1356875|0|
29/03/2006|14:12:18|30963|0|3,60425|4,3660625|0|
29/03/2006|14:13:06|5338 |0|8,9214375|8,6428125|0|
29/03/2006|14:13:55|4548 |0|3,6038125|5,7750625|0|
29/03/2006|14:14:43|7036 |0|4,5016875|4,6955|0|
29/03/2006|14:15:33|837  |0|3,81125|5,5696875|0|
29/03/2006|14:16:22|6214 |0|2,53475|2,7786875|0|
29/03/2006|14:17:11|1293 |0|3,584125|4,01775|0|
29/03/2006|14:18:01|3038 |0|2,7618125|2,810875|0|
29/03/2006|14:20:17|30737|0|3,6191875|3,716|0|
29/03/2006|14:21:03|5444 |0|4,202375|4,59125|0|
29/03/2006|14:21:51|11502|0|6,0373125|7,3188125|0|
29/03/2006|14:22:40|5543 |0|5,056625|5,5725|0|
29/03/2006|14:23:28|30703|0|3,1861875|3,355|0|
29/03/2006|14:24:18|3296 |0|6,7816875|7,089625|0|
29/03/2006|14:25:07|2905 |0|3,58|3,48675|0|
29/03/2006|14:25:56|10222|0|4,3504375|5,05375|0|
29/03/2006|14:26:46|10064|0|2,5408125|3,073625|0|
29/03/2006|14:27:35|7522 |0|3,5868125|5,0460625|0|
29/03/2006|14:30:30|30986|0|4,1983125|4,309625|0|
29/03/2006|14:31:16|30064|0|3,529125|3,949125|0|
29/03/2006|14:32:03|10341|0|3,7151875|3,537375|0|
29/03/2006|14:32:51|30940|0|3,1536875|3,2065625|0|
29/03/2006|14:33:40|4468 |0|3,396375|3,924375|0|
29/03/2006|14:34:29|30683|0|2,519|2,3778125|0|
29/03/2006|14:35:19|10044|0|3,359|3,7593125|0|
29/03/2006|14:36:08|30069|0|3,853375|4,43275|0|
29/03/2006|14:36:58|30971|0|3,42225|6,8906875|0|
29/03/2006|14:37:47|10011|0|2,09325|2,115625|0|
29/03/2006|14:40:05|30866|0|2,9036875|3,2981875|0|
29/03/2006|14:40:50|5310 |0|3,9750625|3,330125|0|
29/03/2006|14:41:39|96   |0|5,870875|7,786|0|
29/03/2006|14:42:27|30494|0|4,04075|3,7563125|0|
29/03/2006|14:43:16|31149|0|3,357375|3,0625|0|
29/03/2006|14:44:06|31048|0|3,7063125|4,1579375|0|
29/03/2006|14:44:56|30845|0|5,191375|6,73825|0|
29/03/2006|14:45:46|10516|0|4,7748125|4,5574375|0|
29/03/2006|14:46:36|30029|0|2,32825|2,671|0|
29/03/2006|14:47:26|30146|0|4,2163125|4,50575|0|
29/03/2006|14:49:44|30200|0|2,278|2,2965|0|
29/03/2006|14:50:30|30939|0|3,2164375|3,4029375|0|
29/03/2006|14:51:18|429  |0|3,5404375|4,327|0|
29/03/2006|14:52:07|401  |0|3,5528125|3,8225|0|
29/03/2006|14:52:57|30836|0|3,535125|4,32425|0|
29/03/2006|14:53:46|7830 |0|4,84675|4,2334375|0|
29/03/2006|14:54:37|10601|0|3,72975|3,89975|0|
29/03/2006|14:55:27|30876|0|3,270375|3,3669375|0|
29/03/2006|14:56:18|1369 |0|3,3793125|4,0166875|0|
